ID,Trail,Endpoints,Miles,node_A,node_B,cost_A_to_B,cost_B_to_A,is_required,node_A_is_campsite,node_B_is_campsite,elev_A,elev_B,gain_A_to_B,gain_B_to_A,is_trail_closed,node_A_overnight_closed,node_B_overnight_closed
243,Noland Creek,Camp #66 - Lakeview Drive East,1,TI116,TH114,1471,1236,1,0,0,1697,1915,258,40,0,0,0
244.1,Noland Creek,Lakeview Drive East - Campsite 65,1.3,TH113,BC065,1649,1438,1,0,1,1835,2012,270,93,0,0,0
244.2,Noland Creek,Campsite 65 - Springhouse Branch,2.8,BC065,BC064,4080,3513,1,1,1,2012,2545,798,265,0,0,0
245.1,Noland Creek,Springhouse Branch - Campsite 63,1.4,BC064,BC063,1913,1538,1,1,1,2545,2869,367,43,0,0,0
245.2,Noland Creek,Campsite 63 - Campsite 62,1.2,BC063,BC062,1872,1563,1,1,1,2869,3169,401,101,0,0,0
245.3,Noland Creek,Campsite 62 - Campsite 61,1.6,BC062,BC061,2152,1863,1,1,1,3169,3509,496,156,0,0,0
245.4,Noland Creek,Campsite 61 - Noland Divide,1.1,BC061,TI147,2075,1528,1,1,0,3509,4244,761,26,0,0,0
246,Noland Divide,West Deep Creek Road - Pole Road Creek,7.8,TH153,TI147,12704,10940,1,0,0,1830,4244,3458,1044,0,0,0
247,Noland Divide,Pole Road Creek - Kuwohi Road,3.7,TI147,TH135,5995,4573,1,0,0,4244,5937,1816,123,0,0,0
248,Oconaluftee River,Oconaluftee Visitor Center - Park Boundary,1.6,TH208,TH210,1836,1901,1,0,0,2026,1984,64,107,0,0,0
249.1,Old Settlers,Ramsey Cascades Road - Campsite 33,6.6,TH184,BC033,9152,8998,1,0,1,1694,1971,1634,1358,0,0,0
249.2,Old Settlers,Campsite 33 - Maddron Bald,9.2,BC033,TI219,13466,13129,1,1,0,1971,2421,2653,2202,0,0,0
250.1,Old Sugarlands,Newfound Gap Road - Quiet Walkway Connector,1.2,TH111,TI215,1575,1401,1,0,0,1463,1591,228,100,0,0,0
250.2,Old Sugarlands,Quiet Walkway Connector - Bull Head,2.3,TI215,TI127,3630,2733,1,0,0,1591,2579,1036,49,0,0,0
251.1,Old Sugarlands,Bull Head - Rainbow Falls,0.4,TI127,TI131,524,536,1,0,0,2579,2556,66,88,0,0,0
251.2,Old Sugarlands,Rainbow Falls - Cherokee Orchard Road,0,TI131,TH132,60,48,1,0,0,2556,2570,16,2,0,0,0
252,Ollie Cove,Fontana Lake - Lakeshore,0.3,TI053,TI054,520,374,1,0,0,1711,1912,203,2,0,0,0
253,Palmer Creek,Pretty Hollow Gap - Balsam Mountain Road,3.3,TI258,TH248,5645,4462,1,0,0,2986,4509,1754,232,0,0,0
254,Panther Creek,Middle Prong - Jakes Creek,2.3,TI074,TI085,4084,2993,1,0,0,2625,4059,1475,41,0,0,0
255,Pole Road Creek,Noland Divide - Deep Creek,3.3,TI147,TI168,4448,5814,1,0,0,4244,2458,159,1944,0,0,0
256,Porters Creek,Greenbrier Road - Brushy Mountain,1,TH181,TI177,1424,1097,1,0,0,1884,2212,354,26,0,0,0
257,Porters Creek,Brushy Mountain - CS #31,2.7,TI177,BC031,4367,3348,1,0,1,2212,3413,1311,110,0,0,0
258,Pretty Hollow Gap,Cataloochee Road - Little Cataloochee,0.8,TH263,TI262,991,833,1,0,0,2745,2867,133,11,0,0,0
259,Pretty Hollow Gap,Little Cataloochee - Palmer Creek,0.8,TI262,TI258,976,801,1,0,0,2867,2986,123,4,0,0,0
260.1,Pretty Hollow Gap,Palmer Creek - Campsite 39,0.3,TI258,BC039,395,286,1,0,1,2986,3078,92,0,0,0,0
260.2,Pretty Hollow Gap,Campsite 39 - Pretty Hollow Gap,3.7,BC039,TI256,6537,4873,1,1,0,3078,5176,2204,106,0,0,0
261,Rabbit Creek,Abrams Creek Ranger Station - Hannah Mountain,2.7,TH001,BC016,4135,3628,1,0,1,1121,1760,1030,391,0,0,0
262.1,Rabbit Creek,Hannah Mountain - Campsite 15,1,BC016,BC015,1254,1479,1,1,1,1760,1475,107,391,0,0,0
262.2,Rabbit Creek,Campsite 15 - Cades Cove,4.1,BC015,TH015,5971,5782,1,1,0,1475,1706,1172,942,0,0,0
263,Rainbow Falls,Cherokee Orchard Road - Trillium Gap,0.1,TH134,TI133,109,85,1,0,0,2581,2610,30,1,0,0,0
264,Rainbow Falls,Trillium Gap - Bull Head,6,TI133,TI149,10968,8438,1,0,0,2610,5979,3759,390,0,0,0
265,Rainbow Falls,Bull Head - Alum Cave,0.5,TI149,TI151,993,707,1,0,0,5979,6359,382,2,0,0,0
266,Rainbow Falls,Alum Cave - LeConte Lodge,0.1,TI151,TI152,171,132,1,0,0,6359,6395,35,0,0,0,0
267,Ramsey Cascades,Greenbrier Cove Road - Ramsey Cascades,4,TH194,TI211,7104,5409,1,0,0,2076,4267,2355,164,0,0,0
268,Rich Mountain Loop,Cades Cove Loop Road - Crooked Arm Ridge,0.5,TH031,TI029,558,562,1,0,0,1920,1906,52,66,0,0,0
269,Rich Mountain Loop,Crooked Arm Ridge - Indian Grave Gap,2.9,TI029,TI028,4815,3831,1,0,0,1906,3204,1508,210,0,0,0
270,Rich Mountain,Rich Mountain Road - Indian Grave Gap,2.3,TH027,BC005,4212,3011,1,0,1,1971,3506,1545,10,0,0,0
271,Road Prong,Chimney Tops - Kuwohi Road,2.4,TI140,TH150,4501,3492,1,0,0,3840,5272,1617,185,0,0,0
272,Rough Creek,Little River - Sugarland Mountain,2.8,BC024,TI120,4663,3473,1,1,0,2873,4294,1493,72,0,0,0
273.1,Rough Fork,Cataloochee Road - Campsite 40,1.5,TH261,BC040,1939,1602,1,0,1,2817,3053,255,19,0,0,0
273.2,Rough Fork,Campsite 40 - Caldwell Fork,1.4,BC040,TI255,2721,1970,1,1,0,3053,4040,998,12,0,0,0
274,Rough Fork,Caldwell Fork - Heintooga Road,3.5,TI255,TH252,5137,4107,1,0,0,4040,5129,1163,74,0,0,0
275,Roundtop,Wear Cove Gap Road - Townsend Wye,7.5,TH071,TH059,10371,10849,1,0,0,1768,1146,1475,2097,0,0,0
276.1,Russell Field,Anthony Creek - Campsite 10,0.9,TI036,BC010,1461,1062,1,0,1,2480,2964,495,12,0,0,0
276.2,Russell Field,Campsite 10 - AT,2.6,BC010,SH111,4519,3471,1,1,1,2964,4348,1475,91,0,0,0
277,Schoolhouse Gap,Laurel River Road - Turkeypen Ridge,1.1,TH048,TI043,1470,1258,1,0,0,1593,1813,274,54,0,0,0
278,Schoolhouse Gap,Turkeypen Ridge - Chestnut Top,1,TI043,TI039,1381,1096,1,0,0,1813,2091,305,27,0,0,0
279,Schoolhouse Gap,Chestnut Top - Scott Mountain,0.2,TI039,TH038,243,318,1,0,0,2091,2016,4,79,0,0,0
280,Scott Mountain,Crooked Arm Ridge - CS #6,0.1,TI034,BC006,119,158,1,0,1,3321,3279,1,43,0,0,0
281,Smokemont Loop,Bradley Fork - Smokemont Campground,3.9,TI198,CGSMO,6118,6336,1,0,1,2446,2202,1201,1445,0,0,0
282.1,Snake Den Ridge,Cosby Campground B - Cosby Horse II,0.3,TH229,TI233,411,292,1,0,0,2361,2497,137,0,0,0,0
282.2,Snake Den Ridge,Cosby Horse II - Maddron Bald,4.3,TI233,TI221,7997,5775,1,0,0,2497,5412,2955,40,0,0,0
283,Snake Den Ridge,Maddron Bald - AT,0.7,TI221,TI223,1170,832,1,0,0,5412,5789,377,1,0,0,0
284,Springhouse Branch,Forney Creek - Forney Ridge,4.2,BC071,TI118,7505,6262,1,1,0,2170,3922,2268,516,0,0,0
285,Springhouse Branch,Forney Ridge - Noland Creek,2.8,TI118,BC064,3783,4838,1,0,1,3922,2545,183,1559,0,0,0
286,Spruce Mountain,Balsam Mountain Road - Campsite 42,1,TH243,BC042,2165,1702,1,0,1,4800,5449,746,97,0,0,0
287,Stone Pile Gap,Thomas Divide - Indian Creek,0.9,TH172,TI169,1192,1527,1,0,0,2445,1993,49,503,0,0,0
288,Sugarland Mountain,Little River Road - Huskey Gap,3.1,TH092,TI100,5223,4525,1,0,0,2290,3147,1373,516,0,0,0
289,Sugarland Mountain,Huskey Gap - Rough Creek,4.1,TI100,TI120,6334,5407,1,0,0,3147,4294,1631,485,0,0,0
290.1,Sugarland Mountain,Rough Creek - Mount Collins Shelter,4.4,TI120,SH106,7234,6075,1,0,1,4294,5846,2050,498,0,0,0
290.2,Sugarland Mountain,Mount Collins Shelter - AT,0.4,SH106,TI139,452,342,1,1,0,5846,5958,115,1,0,0,0
291,Sunkota Ridge,Loop - Martins Gap,3.8,TI167,TI173,6344,5572,1,0,0,2392,3394,1717,716,0,0,0
292,Sunkota Ridge,Martins Gap - Thomas Divide,4.9,TI173,TI186,7346,6190,1,0,0,3394,4766,1798,426,0,0,0
293,Swallow Fork,Big Creek - Mount Sterling Ridge,4,TI251,TI256,6907,5157,1,0,0,2972,5176,2318,114,0,0,0
294,Sweat Heifer Creek,Kephart Prong - AT,3.7,SH115,TI174,6769,5072,1,1,0,3582,5834,2389,138,0,0,0
295,Thomas Divide,Newfound Gap Road - Kanati Fork,1.8,TH176,TI182,2692,2451,1,0,0,4637,4964,606,280,0,0,0
296,Thomas Divide,Kanati Fork - Sunkota Ridge,2.8,TI182,TI186,4051,4176,1,0,0,4964,4766,666,864,0,0,0
297,Thomas Divide,Sunkota Ridge - Newton Bald,0.4,TI186,TI189,615,458,1,0,0,4766,4960,199,5,0,0,0
298,Thomas Divide,Newton Bald - Deeplow Gap,3.1,TI189,TI185,4247,5186,1,0,0,4960,3722,314,1552,0,0,0
299,Thomas Divide,Deeplow Gap - Indian Creek Motor,2.4,TI185,TI178,3730,3912,1,0,0,3722,3459,656,918,0,0,0
300,Thomas Divide,Indian Creek Motor - Stone Pile Gap,2.1,TI178,TH172,2550,3418,1,0,0,3459,2445,57,1069,0,0,0
301,Thomas Divide,Stone Pile Gap - Tom Branch Road,1.1,TH172,TH170,1392,1616,1,0,0,2445,2181,98,364,0,0,0
302.1,Tow String,Tow String - Benton MacKaye Connector,2.1,TH212,TI206,3230,3036,1,0,0,2138,2320,646,463,0,0,0
302.2,Tow String,Benton MacKaye Connector - Bradley Fork,0.1,TI206,TI202,108,132,1,0,0,2320,2292,0,29,0,0,0
303.1,Trillium Gap,Cherokee Orchard Road - Rainbow Falls,0.1,TI131,TI133,149,105,1,0,0,2556,2610,54,0,0,0,0
303.2,Trillium Gap,Rainbow Falls - Baskins Creek,0.5,TI133,TH137,866,741,1,0,0,2610,2740,180,50,0,0,0
304,Trillium Gap,Baskins Creek - Roaring Fork Parking Spur,1.7,TH137,TI146,2724,2324,1,0,0,2740,3261,721,200,0,0,0
305,Trillium Gap,Roaring Fork Parking - Main Trail,0.2,TH145,TI146,273,193,1,0,0,3163,3261,98,0,0,0,0
306,Trillium Gap,Spur - Brushy Mountain,2.9,TI146,TI159,4690,3469,1,0,0,3261,4717,1505,50,0,0,0
307,Trillium Gap,Brushy Mountain - LeConte,3.6,TI159,TI152,6601,5308,1,0,0,4717,6395,2079,401,0,0,0
308,Tunnel Bypass,Lakeview Drive East - Goldmine Loop,0.4,TH107,TI105,684,560,1,0,0,2079,2239,195,34,0,0,0
309,Tunnel Bypass,Goldmine Loop - Lakeshore,1.2,TI105,TI103,1594,1688,1,0,0,2239,2160,222,301,0,0,0
310,Turkeypen Ridge,Laurel River Road - Crib Gap,0.2,TH041,TI040,217,288,1,0,0,1828,1754,2,76,0,0,0
311,Turkeypen Ridge,Crib Gap - Schoolhouse Gap,3.4,TI040,TI043,5104,5072,1,0,0,1754,1813,940,881,0,0,0
312,Twentymile Loop,Twentymile - Wolf Ridge,2.9,TI021,TI012,3935,4362,1,0,0,2364,1842,488,1010,0,0,0
313,Twentymile,Twentymile Ranger Station - Wolf Ridge,0.5,TH010,TI011,788,648,1,0,0,1334,1464,163,33,0,0,0
314.1,Twentymile,Wolf Ridge - Campsite 93,1.3,TI011,BC093,1830,1411,1,0,1,1464,1879,447,33,0,0,0
314.2,Twentymile,Campsite 93 - Twentymile Loop,1.3,BC093,TI021,2005,1513,1,1,0,1879,2364,513,27,0,0,0
315,Twentymile,Twentymile Loop - AT,1.9,TI021,TI024,3594,2599,1,0,0,2364,3671,1322,14,0,0,0
316,Twin Creeks,Ogle Nature Trail - Cherokee Orchard Road,1.9,TI128,TH119,2085,2813,1,0,0,2244,1540,18,723,0,0,0
317,Welch Ridge,AT - Hazel Creek,1.7,TI097,TI095,2188,2589,1,0,0,5424,4906,129,647,0,0,0
318,Welch Ridge,Hazel Creek - Jonas Creek,0.7,TI095,TI094,843,1138,1,0,0,4906,4564,5,348,0,0,0
319,Welch Ridge,Jonas Creek - Bear Creek,3.9,TI094,TI082,5545,5333,1,0,0,4564,4881,1030,712,0,0,0
320,Welch Ridge,Bear Creek - High Rocks,0.3,TI082,TI081,407,327,1,0,0,4881,4950,78,8,0,0,0
321,Welch Ridge,High Rocks - Cold Spring Gap,0.6,TI081,TI079,926,1288,1,0,0,4950,4468,6,485,0,0,0
322.1,West Prong,Tremont Road - Campsite 18,2.1,TH060,BC018,3563,3347,1,0,1,1344,1600,823,568,0,0,0
322.2,West Prong,Campsite 18 - Bote Mountain,0.6,BC018,TI056,1155,885,1,1,0,1600,1963,395,33,0,0,0
323,Wet Bottom,Cooper Road - Abrams Falls,1,TI017,TH015,1136,1281,1,0,0,1833,1706,55,182,0,0,0
324,Whiteoak Branch,Lakeshore - Forney Creek,1.8,TI099,TI098,2431,2434,1,0,0,2011,2030,423,404,0,0,0
325,Wolf Ridge,Twentymile - Twentymile Loop,1.1,TI011,TI012,1682,1289,1,0,0,1464,1842,418,40,0,0,0
326.1,Wolf Ridge,Twentymile Loop - Campsite 95,0.9,TI012,BC095,1306,1018,1,0,1,1842,2177,363,28,0,0,0
326.2,Wolf Ridge,Campsite 95 - Gregory Bald,4.3,BC095,BC013,7661,5822,1,1,1,2177,4642,2626,160,0,0,0
400,Abrams Creek Campground,Abrams Creek Ranger Station - Abrams Creek Campground,0.5,TH001,CGABR,590,606,0,0,1,1121,1112,30,38,0,0,0
401,Abrams Falls Road,Abrams Falls Trailhead - Cades Cove Loop Road,0.5,RI018,TH015,538,550,0,0,0,1714,1706,15,23,0,0,0
402,AT - Kuwohi Connector,AT - Kuwohi,0,TI123,TI122,54,38,0,0,0,6621,6641,20,0,0,0,0
403,Balsam Mountain Road,Beech Gap I - Beech Gap II,0.2,TH227,TH228,213,275,0,0,0,3149,3102,0,47,0,0,0
404,Balsam Mountain Road,Spruce Mountain - Palmer Creek,1.8,TH243,TH248,2056,2396,0,0,0,4800,4509,63,355,0,0,0
405,Balsam Mountain Road,Palmer Creek - Balsam Mountain,0.6,TH248,TH246,684,802,0,0,0,4509,4424,6,90,0,0,0
406,Benton MacKaye Connector Road,Smokemont Road - Benton MacKaye Connector,0,RI203,TH204,39,28,0,0,0,2189,2204,15,0,0,0,0
407,Big Creek Campground Loop Road,Big Creek - Baxter Creek,0.1,TH265,CGBIG,56,78,0,0,1,1732,1710,0,22,0,0,0
408,Big Creek Entrance Road,Chestnut Branch - Big Creek,0.6,TH266,TH265,795,653,0,0,0,1626,1732,117,10,0,0,0
409,Big Creek Entrance Road,Mount Sterling Road - Chestnut Branch,0.3,RI268,TH266,359,276,0,0,0,1560,1626,66,1,0,0,0
410,Cades Cove Loop Road,Cooper Road - Abrams Falls Road,0.6,TH019,RI018,702,822,0,0,0,1820,1714,9,114,0,0,0
411,Cades Cove Loop Road,Cades Cove Campground - Rich Mountain Loop,0.3,CGCAD,TH031,284,304,0,1,0,1933,1920,5,17,0,0,0
412,Cades Cove Picnic Area Road,Anthony Creek - Cades Cove Campground,0.2,TH033,CGCAD,269,307,0,0,1,1961,1933,7,34,0,0,0
413,Cataloochee Entrance Road,Cataloochee Campground - Pretty Hollow Gap,1.5,CGCAT,TH263,1828,1660,0,1,0,2636,2745,110,1,0,0,0
414,Cataloochee Entrance Road,Pretty Hollow Gap - Big Fork Ridge,0.8,TH263,TH261,1001,892,0,0,0,2745,2817,79,8,0,0,0
415,Cherokee Orchard Road,Ogle Nature Trail - Old Sugarlands,0.6,TH130,TH132,1045,750,0,0,0,2244,2570,329,2,0,0,0
416,Cherokee Orchard Road,Old Sugarlands - Rainbow Falls,0.1,TH132,TH134,86,77,0,0,0,2570,2581,13,2,0,0,0
417,Cosby Campground A-B Connector,Cosby Campground A - Snake Den Ridge,0.1,TH230,TH229,168,118,0,0,0,2299,2361,62,0,0,0,0
418,Cosby Campground A Section,Low Gap II - Gabes Mountain Connector,0.2,CGCOS,TH230,305,220,0,1,0,2218,2299,81,1,0,0,0
419,Cosby Campground B Section,Lower Mount Cammerer Connector - Snake Den Ridge,0.3,TH234,TH229,371,358,0,0,0,2356,2361,30,25,0,0,0
420,Cosby Campground Road,Gabes Mountain - Low Gap II,0.2,TH232,CGCOS,234,178,0,0,1,2167,2218,52,0,0,0,0
421,Cosby Campground Road,Low Gap II - Lower Mount Cammerer,0.3,CGCOS,TH235,499,367,0,1,0,2218,2337,119,0,0,0,0
422,Cosby Entrance Road,Cosby Horse - Gabes Mountain,0.2,TH231,TH232,352,249,0,0,0,2070,2167,97,0,0,0,0
423,Deep Creek Road,Juney Whank Falls - Deep Creek,0,TH157,TH158,36,33,0,0,0,1820,1823,4,1,0,0,0
424,Elkmont Road,Little River - Jakes Creek,0.2,TH093,TH091,214,170,0,0,0,2170,2211,42,2,0,0,0
425,Forge Creek Road,Abrams Falls Road - Gregory Ridge,2.6,RI018,TH016,3212,2931,0,0,0,1714,1927,336,123,0,0,0
426,Galbraith Creek Road,Thomas Divide - Juney Whank Falls,1.1,TH170,TH157,1348,1666,0,0,0,2181,1820,43,403,0,0,0
427,Greenbrier Road,Grapeyard Ridge - Porters Creek,0.9,TH183,TH181,1227,935,0,0,0,1672,1884,211,0,0,0,0
428,Heintooga Ridge Road,Rough Fork - Balsam Mountain Campground,2.3,TH252,CGBAL,2780,2483,0,0,1,5129,5323,198,3,0,0,0
429,Heintooga Ridge Road,Balsam Mountain Campground - Flat Creek,0.5,CGBAL,TH245,586,580,0,1,0,5323,5328,12,7,0,0,0
430,Heintooga Ridge Road,Flat Creek - Rough Fork,0.9,TH250,TH252,1206,870,0,0,0,4900,5129,229,0,0,0,0
431,Kuwohi Road,AT - Noland Divide,0.5,TH136,TH135,791,581,0,0,0,5791,5937,167,21,0,0,0
432,Lakeview Drive,Noland Creek - Lakeshore,0.6,TH113,TH107,1168,883,0,0,0,1835,2079,276,33,0,0,0
433,Lakeview Drive,Noland Creek S - Noland Creek N,0.1,TH114,TH113,140,198,0,0,0,1915,1835,0,79,0,0,0
434,Laurel Creek Road,Bote Mountain - Schoolhouse Gap,0.1,TH050,TH048,114,113,0,0,0,1593,1593,2,2,0,0,0
435,Little River Gorge Road,Wear Cove Gap Road - Curry Mountain,0.2,RI068,TH070,276,260,0,0,0,1684,1694,10,0,0,0,0
436,Little River Gorge Road,Wear Cove Gap Road - Meigs Creek,2,RI068,TH066,2201,2386,0,0,0,1684,1563,3,124,0,0,0
437,Little River Gorge Road,Townsend Wye - Roundtop,0.2,RI058,TH059,114,116,0,0,0,1147,1146,1,2,0,0,0
438,Lower Mount Cammerer Connector,Lower Mount Cammerer - Cosby Horse,0,TH235,TH234,62,44,0,0,0,2337,2356,19,0,0,0,0
439,Mingus Mill Access Road,Newfound Gap Road - Mingus Creek,0.1,RI207,TH200,136,109,0,0,0,2058,2078,21,0,0,0,0
440,Mount Sterling Road,Big Creek Entrance Road - AT,1,RI268,TH264,1892,1525,0,0,0,1560,1996,544,107,0,0,0
441,Newfound Gap Road,Kanati Fork - Kephart Prong,0.3,TH190,TH192,351,497,0,0,0,2852,2732,0,120,0,0,0
442,Newfound Gap Road,Tow String Road - Newton Bald,1.1,RI213,TH201,1310,1218,0,0,0,2124,2184,60,0,0,0,0
443,Newfound Gap Road,Tow String Road - Mingus Mill Access Road,1.5,RI207,RI213,1801,1701,0,0,0,2058,2124,73,7,0,0,0
444,Newfound Gap Road,Deep Creek - AT,1.7,TH166,TH164,2195,1842,0,0,0,4774,5045,303,31,0,0,0
445,Newfound Gap Road,Thomas Divide - Deep Creek,1.8,TH176,TH166,2147,1962,0,0,0,4637,4774,228,92,0,0,0
446,Oconaluftee Visitor Center,Oconaluftee River - Mingus Mill Access Road,0.6,TH208,RI207,740,694,0,0,0,2026,2058,36,5,0,0,0
447,Ogle Place Nature Trail,Cherokee Orchard Road - Twin Creeks,0.2,TH130,TI128,264,261,0,0,0,2244,2244,32,31,0,0,0
448,Park Headquarters Road,Gatlinburg - Sugarlands Residence Road,0.3,TH110,RI109,372,331,0,0,0,1420,1449,34,5,0,0,0
449,Park Headquarters Road,Sugarlands Residence Road - Old Sugarlands,0.2,RI109,TH111,255,226,0,0,0,1449,1463,33,19,0,0,0
450,Parson Branch Road,Gregory Ridge - Hannah Mountain,3.2,TH016,TH007,4672,3896,0,0,0,1927,2779,1068,216,0,0,0
451,Ramsey Prong Road,Grapeyard Ridge - Old Settlers,0.2,TH183,TH184,233,200,0,0,0,1672,1694,38,17,0,0,0
452,Ramsey Prong Road,Old Settlers - Ramsey Cascades,1.4,TH184,TH194,1984,1523,0,0,0,1694,2076,405,24,0,0,0
453,Rich Mountain Road,Ace Gap - Rich Mountain,0.1,TH026,TH027,93,66,0,0,0,1949,1971,21,0,0,0,0
454,Roaring Fork Motor Nature Trail,Baskins Creek - Grapeyard Ridge,0,TH143,TH144,54,65,0,0,0,2435,2418,1,17,0,0,0
455,Smokemont Campground Road,Smokemont Loop - Bradley Fork,0.6,CGSMO,TH199,691,621,0,1,0,2202,2247,46,0,0,0,0
456,Smokemont Road,Benton MacKaye Connector Road - Smokemont Loop,0.3,RI203,CGSMO,316,296,0,0,1,2189,2202,21,8,0,0,0
457,Smokemont Road,Newton Bald - Benton MacKaye Connector Road,0.1,TH201,RI203,65,58,0,0,0,2184,2189,5,0,0,0,0
458,Straight Fork Road,Beech Gap II - Hyatt Ridge,1.3,TH228,TH225,1411,1661,0,0,0,3102,2938,3,167,0,0,0
459,Sugarlands Residence Road,Park Headquarters Road - Cove Mountain,0.1,RI109,TH106,86,76,0,0,0,1449,1455,6,0,0,0,0
460,Tow String Road,Newfound Gap Road - Tow String,0.4,RI213,TH212,459,438,0,0,0,2124,2138,28,14,0,0,0
461,Townsend Wye,Chestnut Top - Tremont Road,0.2,TH057,RI058,184,171,0,0,0,1137,1147,27,17,0,0,0
462,Tremont Environmental Education Center Road,West Prong - Lumber Ridge,0.1,TH060,TH061,161,145,0,0,0,1344,1354,18,9,0,0,0
463,Tremont Road,Townsend Wye - West Prong,2.3,RI058,TH060,2874,2582,0,0,0,1147,1344,245,47,0,0,0
464,Upper Tremont Road,West Prong - Middle Prong,3.1,TH060,TH063,4081,3256,0,0,0,1344,1910,582,16,0,0,0
465,US 441 - Airport Road,Gatlinburg - Twin Creeks,1.4,TH117,TH119,1802,1503,0,0,0,1335,1540,221,16,0,0,0
466,Wear Cove Gap Road,Metcalf Bottoms - Little River Gorge Road,0.1,TH069,RI068,108,101,0,0,0,1679,1684,5,0,0,0,0
467,Wear Cove Gap Road,Little Greenbrier - Roundtop,0.1,TH072,TH071,134,190,0,0,0,1824,1768,0,57,0,0,0
468,Quiet Walkway Connector,Huskey Gap - Old Sugarlands,1.3,TH115,TI215,1426,1778,0,0,0,1882,1591,36,327,0,0,0
